u,v,lon,lat,length,N_CD,N_SI,N_VC,N_CR,N_OS,N09,N_TP,N_CL,N_UD,N_CB,N06,N_YP,N01,N02,N03,N07,N08,N14,N15,N17,N_GC,priority,cpvi_E,cpvi_S,cpvi_AC,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social,AC_soc_cul_dom,AC_tech_dom,AC_mkt_dom,AC_sport_dom,AC_traf_dom
64809719,13176186061,121.4536417,31.2148112,22.632863328431807,0.15384615384615385,0.2723253920489009,0.6536850308818842,0.8142541333133098,0.6665671782996008,0.8467718539430265,0.0,0.08594462505957916,0.5425416637852427,0.6665671782996008,0.5763298709474347,0.4929645073669217,0.15384615384615385,0.5425416637852427,0.2723253920489009,0.6665671782996008,0.8467718539430265,0.6536850308818842,0.8142541333133098,0.08594462505957916,0.0,0.06898057734755045,0.6048400019423515,0.03843437032059076,0.7862989964774966,0.6048400019423515,0.03843437032059076,0.0,0.7862989964774966,0.7862989964774966,0.8262675484562397,0.775290746422205,0.8374807943153911,0.8695529567536656,0.84510052463411
64809719,131166911,121.45322005,31.214591749999997,91.56313417723766,0.0,0.18936694014244207,0.7840734460370103,0.8275861570183562,0.6624202466256262,0.8516175777923373,0.0625,0.15289395243617004,0.5425416637852427,0.6624202466256262,0.5763298709474347,0.4929645073669217,0.0,0.5425416637852427,0.18936694014244207,0.6624202466256262,0.8516175777923373,0.7840734460370103,0.8275861570183562,0.15289395243617004,0.0,0.0791233462451522,0.524194668350038,0.04811152792336759,0.7059211812444539,0.524194668350038,0.04811152792336759,0.0,0.7059211812444539,0.7059211812444539,0.7733933259945301,0.7573070117931572,0.8171576308030863,0.824428346419578,0.8218412627593845
64809719,13176186058,121.4538205,31.214750549999998,27.9775141792684,0.23076923076923078,0.29625012168848497,0.6860923577464034,0.7287523504355831,0.5066212652982813,0.6853745945719789,0.0625,0.14696768135221852,0.5425416637852427,0.5066212652982813,0.5763298709474347,0.4929645073669217,0.23076923076923078,0.5425416637852427,0.29625012168848497,0.5066212652982813,0.6853745945719789,0.6860923577464034,0.7287523504355831,0.14696768135221852,0.0,0.1377521326321783,0.6451626687385085,0.0663961537569633,0.671706763570658,0.6451626687385085,0.0663961537569633,0.0,0.671706763570658,0.671706763570658,0.6847408639635247,0.6305452472166855,0.673905958014566,0.7060508399179853,0.6949125678437829
13176186061,64809719,121.4536417,31.2148112,22.632863328431807,0.15384615384615385,0.2723253920489009,0.6536850308818842,0.8142541333133098,0.6665671782996008,0.8467718539430265,0.0,0.08594462505957916,0.5425416637852427,0.6665671782996008,0.5763298709474347,0.4929645073669217,0.15384615384615385,0.5425416637852427,0.2723253920489009,0.6665671782996008,0.8467718539430265,0.6536850308818842,0.8142541333133098,0.08594462505957916,0.0,0.06898057734755045,0.6048400019423515,0.03843437032059076,0.7862989964774966,0.6048400019423515,0.03843437032059076,0.0,0.7862989964774966,0.7862989964774966,0.8262675484562397,0.775290746422205,0.8374807943153911,0.8695529567536656,0.84510052463411
13176186061,11834044412,121.4535641,31.2149901,19.826869085588108,0.15384615384615385,0.2501856906984954,0.6536850308818842,0.8142541333133098,0.6665671782996008,0.8467718539430265,0.0,0.08594462505957916,0.5425416637852427,0.6665671782996008,0.5763298709474347,0.4929645073669217,0.15384615384615385,0.5425416637852427,0.2501856906984954,0.6665671782996008,0.8467718539430265,0.6536850308818842,0.8142541333133098,0.08594462505957916,0.0,0.06898057734755045,0.6048400019423515,0.03843437032059076,0.7862989964774966,0.6048400019423515,0.03843437032059076,0.0,0.7862989964774966,0.7862989964774966,0.8262675484562397,0.775290746422205,0.8374807943153911,0.8695529567536656,0.84510052463411
13176186061,13176186062,121.4537447,31.2149463,28.121616933040514,0.15384615384615385,0.2501856906984954,0.6536850308818842,0.8142541333133098,0.6665671782996008,0.8467718539430265,0.0,0.08594462505957916,0.5425416637852427,0.6665671782996008,0.5763298709474347,0.4929645073669217,0.15384615384615385,0.5425416637852427,0.2501856906984954,0.6665671782996008,0.8467718539430265,0.6536850308818842,0.8142541333133098,0.08594462505957916,0.0,0.06898057734755045,0.6048400019423515,0.03843437032059076,0.7862989964774966,0.6048400019423515,0.03843437032059076,0.0,0.7862989964774966,0.7862989964774966,0.8262675484562397,0.775290746422205,0.8374807943153911,0.8695529567536656,0.84510052463411
131166911,64809719,121.45322005,31.214591749999997,91.56313417723766,0.0,0.18936694014244207,0.7840734460370103,0.8275861570183562,0.6624202466256262,0.8516175777923373,0.0625,0.15289395243617004,0.5425416637852427,0.6624202466256262,0.5763298709474347,0.4929645073669217,0.0,0.5425416637852427,0.18936694014244207,0.6624202466256262,0.8516175777923373,0.7840734460370103,0.8275861570183562,0.15289395243617004,0.0,0.0791233462451522,0.524194668350038,0.04811152792336759,0.7059211812444539,0.524194668350038,0.04811152792336759,0.0,0.7059211812444539,0.7059211812444539,0.7733933259945301,0.7573070117931572,0.8171576308030863,0.824428346419578,0.8218412627593845
131166911,13176717767,121.45274325,31.21456735,22.1635843708869,0.0,0.12300028136598838,0.7762529890654499,0.6534322367804951,0.2443000049445777,0.44065454066644183,0.03125,0.1284319444543249,0.4459751515440194,0.2443000049445777,0.5763298709474347,0.3902106900638243,0.0,0.4459751515440194,0.12300028136598838,0.2443000049445777,0.44065454066644183,0.7762529890654499,0.6534322367804951,0.1284319444543249,0.0,0.20140529367663199,0.43089372164515055,0.10653552634150758,0.30622110377399164,0.43089372164515055,0.10653552634150758,0.0,0.30622110377399164,0.30622110377399164,0.3495538960816926,0.3693665184180578,0.3787515798612725,0.36140671320976936,0.43658894255042463
131166911,12339517491,121.45251010000001,31.2144013,49.95289443325894,0.0,0.0960364303606461,0.6698860336333154,0.7814678806799061,0.49903943926649336,0.7618980195169989,0.0625,0.13703021292034515,0.4459751515440194,0.49903943926649336,0.5763298709474347,0.3902106900638243,0.0,0.4459751515440194,0.0960364303606461,0.49903943926649336,0.7618980195169989,0.6698860336333154,0.7814678806799061,0.13703021292034515,0.0,0.09049941360107203,0.43089372164515055,0.06074273881250361,0.5759656057900293,0.43089372164515055,0.06074273881250361,0.0,0.5759656057900293,0.5759656057900293,0.6138128729579814,0.561823303755095,0.6520926762809304,0.6346262920489534,0.6746318228555345
131166911,13180122158,121.4528904,31.2138142,147.6666912551832,0.07692307692307693,0.12248933500979661,0.768830216981016,0.7743594054146447,0.6136784120419176,0.813944925364779,0.03125,0.1090261722001293,0.5231741764078618,0.6136784120419176,0.6988773476025602,0.4498651294587067,0.07692307692307693,0.5231741764078618,0.12248933500979661,0.6136784120419176,0.813944925364779,0.768830216981016,0.7743594054146447,0.1090261722001293,0.0,0.07600939518243509,0.5443653669333269,0.04441197298164453,0.7029724276286513,0.5443653669333269,0.04441197298164453,0.0,0.7029724276286513,0.7029724276286513,0.7437575600558669,0.7149753398169225,0.7693192085249533,0.7518007096100681,0.781580164163789
