u,v,lon,lat,length,N01,N02,N03,N06,N07,N08,N14,N15,N17,N_YP,N_GC,N_MED,N_WAIT,priority,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social
64809719,13176186061,121.4536417,31.2148112,22.632863328431807,0.15555555555555556,0.4492337904566168,0.27003503013425,0.46900602112328504,0.8634141172447747,0.8505930689646379,0.28683124054239056,0.8142541333133098,0.08178439542511298,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.1589460003493908,0.409431462483951,0.04521922290371996,0.28149727023802246,0.10127563141911748,0.11752064346677767
64809719,131166911,121.45322005,31.214591749999997,91.56313417723766,0.044444444444444446,0.4492337904566168,0.1868154658065677,0.46900602112328504,0.8580425366042561,0.8553179497884338,0.20515438082708146,0.8275861570183562,0.14549297824593216,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.15841928344097156,0.4015727142076921,0.03533518500021311,0.28225131926940056,0.16112038853839616,0.0
64809719,13176186058,121.4538205,31.214750549999998,27.9775141792684,0.2111111111111111,0.4492337904566168,0.29403506306047633,0.46900602112328504,0.6562338602851793,0.693220746576945,0.30697559192776047,0.7287523504355831,0.13985357383419247,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.16248899903546593,0.409431462483951,0.05871637038334739,0.28348509606947137,0.10405848122968864,0.17904934769921996
13176186061,64809719,121.4536417,31.2148112,22.632863328431807,0.15555555555555556,0.4492337904566168,0.27003503013425,0.46900602112328504,0.8634141172447747,0.8505930689646379,0.28683124054239056,0.8142541333133098,0.08178439542511298,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.1589460003493908,0.409431462483951,0.04521922290371996,0.28149727023802246,0.10127563141911748,0.11752064346677767
13176186061,11834044412,121.4535641,31.2149901,19.826869085588108,0.15555555555555556,0.4492337904566168,0.24782564388867206,0.46900602112328504,0.8634141172447747,0.8505930689646379,0.2651606730114295,0.8142541333133098,0.08178439542511298,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.1589460003493908,0.409431462483951,0.04521922290371996,0.28149727023802246,0.10127563141911748,0.11752064346677767
13176186061,13176186062,121.4537447,31.2149463,28.121616933040514,0.15555555555555556,0.4492337904566168,0.24782564388867206,0.46900602112328504,0.8634141172447747,0.8505930689646379,0.2651606730114295,0.8142541333133098,0.08178439542511298,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.1589460003493908,0.409431462483951,0.04521922290371996,0.28149727023802246,0.10127563141911748,0.11752064346677767
131166911,64809719,121.45322005,31.214591749999997,91.56313417723766,0.044444444444444446,0.4492337904566168,0.1868154658065677,0.46900602112328504,0.8580425366042561,0.8553179497884338,0.20515438082708146,0.8275861570183562,0.14549297824593216,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.15841928344097156,0.4015727142076921,0.03533518500021311,0.28225131926940056,0.16112038853839616,0.0
131166911,13176717767,121.45274325,31.21456735,22.1635843708869,0.044444444444444446,0.4838383647763258,0.12023991741653767,0.46900602112328504,0.3719179630015684,0.454603539766652,0.13710563304981566,0.6534322367804951,0.1222150765471044,0.28039821506208495,0.10796140397943814,0.14285714285714285,0.4,0.14359387888766334,0.42068952184445824,0.047300880267813344,0.22748374057634507,0.07479242273295096,0.0
131166911,12339517491,121.45251010000001,31.2144013,49.95289443325894,0.044444444444444446,0.4838383647763258,0.09319119746463582,0.46900602112328504,0.7597287267822406,0.7678358245998771,0.1131527692908779,0.7814678806799061,0.1303971378186359,0.28039821506208495,0.10796140397943814,0.14285714285714285,0.4,0.14246314629803497,0.42068952184445824,0.04866447253752782,0.22395635185288174,0.09527611464071106,0.0
131166911,13180122158,121.4528904,31.2138142,147.6666912551832,0.05555555555555555,0.48601000679047496,0.11972736285241634,0.46900602112328504,0.8187748153465695,0.8185847807982501,0.1381746976058715,0.7743594054146447,0.10374865877558459,0.3232647965084272,0.22817664086009215,0.0,0.0,0.14550620027227293,0.4162645891039105,0.03502769715781456,0.2551204710933592,0.13845771772514318,0.05882882534264002
